system:index,date,day,latitude,longitude,mean_2m_air_temperature,month,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m,year,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071114_3,2007-11-14,14,41.33376948282493,-73.9314228275875,278.88925,11,1.0784995E-4,0.436206,2.1547277,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071115_0,2007-11-15,15,41.3786852470309,-73.97633859179348,283.46075,11,0.019122763,0.8093539,0.39025903,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071115_1,2007-11-15,15,41.3786852470309,-73.9314228275875,283.46075,11,0.019122763,0.8093539,0.39025903,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071115_2,2007-11-15,15,41.33376948282493,-73.97633859179348,283.46075,11,0.019122763,0.8093539,0.39025903,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071115_3,2007-11-15,15,41.33376948282493,-73.9314228275875,283.46075,11,0.019122763,0.8093539,0.39025903,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071116_0,2007-11-16,16,41.3786852470309,-73.97633859179348,278.2031,11,3.112983E-4,4.345429,-2.4090924,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071116_1,2007-11-16,16,41.3786852470309,-73.9314228275875,278.2031,11,3.112983E-4,4.345429,-2.4090924,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071116_2,2007-11-16,16,41.33376948282493,-73.97633859179348,278.2031,11,3.112983E-4,4.345429,-2.4090924,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071116_3,2007-11-16,16,41.33376948282493,-73.9314228275875,278.2031,11,3.112983E-4,4.345429,-2.4090924,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071117_0,2007-11-17,17,41.3786852470309,-73.97633859179348,275.3713,11,6.03497E-7,3.5257988,-0.44168088,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071117_1,2007-11-17,17,41.3786852470309,-73.9314228275875,275.3713,11,6.03497E-7,3.5257988,-0.44168088,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071117_2,2007-11-17,17,41.33376948282493,-73.97633859179348,275.3713,11,6.03497E-7,3.5257988,-0.44168088,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071117_3,2007-11-17,17,41.33376948282493,-73.9314228275875,275.3713,11,6.03497E-7,3.5257988,-0.44168088,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071118_0,2007-11-18,18,41.3786852470309,-73.97633859179348,275.1041,11,3.1474978E-5,-0.9671957,-1.1465979,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071118_1,2007-11-18,18,41.3786852470309,-73.9314228275875,275.1041,11,3.1474978E-5,-0.9671957,-1.1465979,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071118_2,2007-11-18,18,41.33376948282493,-73.97633859179348,275.1041,11,3.1474978E-5,-0.9671957,-1.1465979,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071118_3,2007-11-18,18,41.33376948282493,-73.9314228275875,275.1041,11,3.1474978E-5,-0.9671957,-1.1465979,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071119_0,2007-11-19,19,41.3786852470309,-73.97633859179348,275.32568,11,7.54511E-4,-1.9452096,-0.952277,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071119_1,2007-11-19,19,41.3786852470309,-73.9314228275875,275.32568,11,7.54511E-4,-1.9452096,-0.952277,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071119_2,2007-11-19,19,41.33376948282493,-73.97633859179348,275.32568,11,7.54511E-4,-1.9452096,-0.952277,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071119_3,2007-11-19,19,41.33376948282493,-73.9314228275875,275.32568,11,7.54511E-4,-1.9452096,-0.952277,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071120_0,2007-11-20,20,41.3786852470309,-73.97633859179348,276.27103,11,0.0023513418,-1.0548986,1.6461576,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071120_1,2007-11-20,20,41.3786852470309,-73.9314228275875,276.27103,11,0.0023513418,-1.0548986,1.6461576,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071120_2,2007-11-20,20,41.33376948282493,-73.97633859179348,276.27103,11,0.0023513418,-1.0548986,1.6461576,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071120_3,2007-11-20,20,41.33376948282493,-73.9314228275875,276.27103,11,0.0023513418,-1.0548986,1.6461576,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071121_0,2007-11-21,21,41.3786852470309,-73.97633859179348,278.54922,11,9.382423E-4,-0.1565225,1.0638365,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071121_1,2007-11-21,21,41.3786852470309,-73.9314228275875,278.54922,11,9.382423E-4,-0.1565225,1.0638365,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071121_2,2007-11-21,21,41.33376948282493,-73.97633859179348,278.54922,11,9.382423E-4,-0.1565225,1.0638365,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071121_3,2007-11-21,21,41.33376948282493,-73.9314228275875,278.54922,11,9.382423E-4,-0.1565225,1.0638365,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071122_0,2007-11-22,22,41.3786852470309,-73.97633859179348,284.07834,11,3.6679953E-4,0.4454577,2.362459,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071122_1,2007-11-22,22,41.3786852470309,-73.9314228275875,284.07834,11,3.6679953E-4,0.4454577,2.362459,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071122_2,2007-11-22,22,41.33376948282493,-73.97633859179348,284.07834,11,3.6679953E-4,0.4454577,2.362459,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071122_3,2007-11-22,22,41.33376948282493,-73.9314228275875,284.07834,11,3.6679953E-4,0.4454577,2.362459,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071123_0,2007-11-23,23,41.3786852470309,-73.97633859179348,275.1817,11,0.0,3.3858223,-3.1312435,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071123_1,2007-11-23,23,41.3786852470309,-73.9314228275875,275.1817,11,0.0,3.3858223,-3.1312435,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071123_2,2007-11-23,23,41.33376948282493,-73.97633859179348,275.1817,11,0.0,3.3858223,-3.1312435,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071123_3,2007-11-23,23,41.33376948282493,-73.9314228275875,275.1817,11,0.0,3.3858223,-3.1312435,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071124_0,2007-11-24,24,41.3786852470309,-73.97633859179348,270.88037,11,0.0,1.455551,-0.6806436,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071124_1,2007-11-24,24,41.3786852470309,-73.9314228275875,270.88037,11,0.0,1.455551,-0.6806436,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071124_2,2007-11-24,24,41.33376948282493,-73.97633859179348,270.88037,11,0.0,1.455551,-0.6806436,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071124_3,2007-11-24,24,41.33376948282493,-73.9314228275875,270.88037,11,0.0,1.455551,-0.6806436,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071125_0,2007-11-25,25,41.3786852470309,-73.97633859179348,274.75848,11,6.8688765E-5,1.4037447,1.9121532,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071125_1,2007-11-25,25,41.3786852470309,-73.9314228275875,274.75848,11,6.8688765E-5,1.4037447,1.9121532,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071125_2,2007-11-25,25,41.33376948282493,-73.97633859179348,274.75848,11,6.8688765E-5,1.4037447,1.9121532,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071125_3,2007-11-25,25,41.33376948282493,-73.9314228275875,274.75848,11,6.8688765E-5,1.4037447,1.9121532,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071126_0,2007-11-26,26,41.3786852470309,-73.97633859179348,277.50726,11,0.01690956,0.21866572,1.8766319,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071126_1,2007-11-26,26,41.3786852470309,-73.9314228275875,277.50726,11,0.01690956,0.21866572,1.8766319,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071126_2,2007-11-26,26,41.33376948282493,-73.97633859179348,277.50726,11,0.01690956,0.21866572,1.8766319,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071126_3,2007-11-26,26,41.33376948282493,-73.9314228275875,277.50726,11,0.01690956,0.21866572,1.8766319,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071127_0,2007-11-27,27,41.3786852470309,-73.97633859179348,283.44272,11,0.006376855,3.3635178,1.2166547,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071127_1,2007-11-27,27,41.3786852470309,-73.9314228275875,283.44272,11,0.006376855,3.3635178,1.2166547,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071127_2,2007-11-27,27,41.33376948282493,-73.97633859179348,283.44272,11,0.006376855,3.3635178,1.2166547,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071127_3,2007-11-27,27,41.33376948282493,-73.9314228275875,283.44272,11,0.006376855,3.3635178,1.2166547,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071128_0,2007-11-28,28,41.3786852470309,-73.97633859179348,276.45502,11,0.0,2.1652787,-0.67423695,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071128_1,2007-11-28,28,41.3786852470309,-73.9314228275875,276.45502,11,0.0,2.1652787,-0.67423695,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071128_2,2007-11-28,28,41.33376948282493,-73.97633859179348,276.45502,11,0.0,2.1652787,-0.67423695,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071128_3,2007-11-28,28,41.33376948282493,-73.9314228275875,276.45502,11,0.0,2.1652787,-0.67423695,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071129_0,2007-11-29,29,41.3786852470309,-73.97633859179348,277.5064,11,5.332213E-4,0.7338319,3.1886606,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071129_1,2007-11-29,29,41.3786852470309,-73.9314228275875,277.5064,11,5.332213E-4,0.7338319,3.1886606,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071129_2,2007-11-29,29,41.33376948282493,-73.97633859179348,277.5064,11,5.332213E-4,0.7338319,3.1886606,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20071129_3,2007-11-29,29,41.33376948282493,-73.9314228275875,277.5064,11,5.332213E-4,0.7338319,3.1886606,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080901_0,2008-09-01,1,41.3786852470309,-73.97633859179348,294.47418,9,1.8626451E-9,1.0416751,-2.1078084,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080901_1,2008-09-01,1,41.3786852470309,-73.9314228275875,294.47418,9,1.8626451E-9,1.0416751,-2.1078084,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080901_2,2008-09-01,1,41.33376948282493,-73.97633859179348,294.47418,9,1.8626451E-9,1.0416751,-2.1078084,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080901_3,2008-09-01,1,41.33376948282493,-73.9314228275875,294.47418,9,1.8626451E-9,1.0416751,-2.1078084,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080902_0,2008-09-02,2,41.3786852470309,-73.97633859179348,296.0275,9,4.284084E-8,0.5747716,-2.2343647,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080902_1,2008-09-02,2,41.3786852470309,-73.9314228275875,296.0275,9,4.284084E-8,0.5747716,-2.2343647,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080902_2,2008-09-02,2,41.33376948282493,-73.97633859179348,296.0275,9,4.284084E-8,0.5747716,-2.2343647,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080902_3,2008-09-02,2,41.33376948282493,-73.9314228275875,296.0275,9,4.284084E-8,0.5747716,-2.2343647,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080903_0,2008-09-03,3,41.3786852470309,-73.97633859179348,296.6926,9,0.0026144926,0.3646942,-2.3083253,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080903_1,2008-09-03,3,41.3786852470309,-73.9314228275875,296.6926,9,0.0026144926,0.3646942,-2.3083253,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080903_2,2008-09-03,3,41.33376948282493,-73.97633859179348,296.6926,9,0.0026144926,0.3646942,-2.3083253,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080903_3,2008-09-03,3,41.33376948282493,-73.9314228275875,296.6926,9,0.0026144926,0.3646942,-2.3083253,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080904_0,2008-09-04,4,41.3786852470309,-73.97633859179348,297.22128,9,7.5949915E-4,-0.25280392,0.047624305,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080904_1,2008-09-04,4,41.3786852470309,-73.9314228275875,297.22128,9,7.5949915E-4,-0.25280392,0.047624305,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080904_2,2008-09-04,4,41.33376948282493,-73.97633859179348,297.22128,9,7.5949915E-4,-0.25280392,0.047624305,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080904_3,2008-09-04,4,41.33376948282493,-73.9314228275875,297.22128,9,7.5949915E-4,-0.25280392,0.047624305,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080905_0,2008-09-05,5,41.3786852470309,-73.97633859179348,298.4477,9,0.0,0.6329264,0.7443998,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080905_1,2008-09-05,5,41.3786852470309,-73.9314228275875,298.4477,9,0.0,0.6329264,0.7443998,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080905_2,2008-09-05,5,41.33376948282493,-73.97633859179348,298.4477,9,0.0,0.6329264,0.7443998,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080905_3,2008-09-05,5,41.33376948282493,-73.9314228275875,298.4477,9,0.0,0.6329264,0.7443998,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080906_0,2008-09-06,6,41.3786852470309,-73.97633859179348,296.14633,9,0.04584469,-0.4934167,3.3222697,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080906_1,2008-09-06,6,41.3786852470309,-73.9314228275875,296.14633,9,0.04584469,-0.4934167,3.3222697,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080906_2,2008-09-06,6,41.33376948282493,-73.97633859179348,296.14633,9,0.04584469,-0.4934167,3.3222697,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080906_3,2008-09-06,6,41.33376948282493,-73.9314228275875,296.14633,9,0.04584469,-0.4934167,3.3222697,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080907_0,2008-09-07,7,41.3786852470309,-73.97633859179348,294.70914,9,0.051177517,-1.247217,0.93098944,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080907_1,2008-09-07,7,41.3786852470309,-73.9314228275875,294.70914,9,0.051177517,-1.247217,0.93098944,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080907_2,2008-09-07,7,41.33376948282493,-73.97633859179348,294.70914,9,0.051177517,-1.247217,0.93098944,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080907_3,2008-09-07,7,41.33376948282493,-73.9314228275875,294.70914,9,0.051177517,-1.247217,0.93098944,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080908_0,2008-09-08,8,41.3786852470309,-73.97633859179348,292.87808,9,0.0,2.242639,-2.8427315,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080908_1,2008-09-08,8,41.3786852470309,-73.9314228275875,292.87808,9,0.0,2.242639,-2.8427315,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080908_2,2008-09-08,8,41.33376948282493,-73.97633859179348,292.87808,9,0.0,2.242639,-2.8427315,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080908_3,2008-09-08,8,41.33376948282493,-73.9314228275875,292.87808,9,0.0,2.242639,-2.8427315,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080909_0,2008-09-09,9,41.3786852470309,-73.97633859179348,292.2488,9,0.014275013,1.253268,0.191319,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080909_1,2008-09-09,9,41.3786852470309,-73.9314228275875,292.2488,9,0.014275013,1.253268,0.191319,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080909_2,2008-09-09,9,41.33376948282493,-73.97633859179348,292.2488,9,0.014275013,1.253268,0.191319,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080909_3,2008-09-09,9,41.33376948282493,-73.9314228275875,292.2488,9,0.014275013,1.253268,0.191319,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080910_0,2008-09-10,10,41.3786852470309,-73.97633859179348,289.72574,9,0.0,0.9648059,2.506556,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20080910_1,2008-09-10,10,41.3786852470309,-73.9314228275875,289.72574,9,0.0,0.9648059,2.506556,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
